date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240
09-2024,1.0,0.995369,0.99074,0.986114,0.981489,0.976867,0.972247,0.967628,0.963012,0.958398,0.953787,0.949177,0.94457,0.939964,0.935361,0.93076,0.926162,0.921565,0.916971,0.912379,0.907789,0.903201,0.898616,0.894033,0.889452,0.884873,0.880297,0.875723,0.871152,0.866582,0.862015,0.857451,0.852888,0.848328,0.843771,0.839216,0.834663,0.830112,0.825564,0.821019,0.816476,0.811935,0.807397,0.802861,0.798328,0.793797,0.789268,0.784743,0.780219,0.775698,0.77118,0.766665,0.762152,0.757641,0.753133,0.748628,0.744125,0.739625,0.735128,0.730633,0.726141,0.721651,0.717165,0.712681,0.708199,0.703721,0.699245,0.694772,0.690302,0.685834,0.68137,0.676908,0.672449,0.667993,0.66354,0.659089,0.654642,0.650197,0.645756,0.641317,0.636882,0.632449,0.628019,0.623593,0.619169,0.614748,0.610331,0.605916,0.601505,0.597097,0.592692,0.58829,0.583891,0.579496,0.575104,0.570715,0.566329,0.561946,0.557567,0.553191,0.548819,0.54445,0.540084,0.535722,0.531363,0.527007,0.522655,0.518307,0.513962,0.50962,0.505282,0.500948,0.496617,0.49229,0.487967,0.483648,0.479332,0.47502,0.470711,0.466407,0.462106,0.457809,0.453516,0.449227,0.444942,0.440661,0.436384,0.432111,0.427842,0.423577,0.419316,0.41506,0.410808,0.40656,0.402316,0.398076,0.393841,0.389611,0.385384,0.381163,0.376945,0.372733,0.368525,0.364321,0.360123,0.355928,0.351739,0.347555,0.343375,0.339201,0.335031,0.330866,0.326706,0.322552,0.318403,0.314258,0.31012,0.305986,0.301858,0.297735,0.293618,0.289506,0.2854,0.2813,0.277206,0.273117,0.269034,0.264958,0.260887,0.256822,0.252764,0.248712,0.244666,0.240627,0.236594,0.232568,0.228549,0.224536,0.220531,0.216532,0.212541,0.208556,0.204579,0.20061,0.196648,0.192694,0.188748,0.184809,0.180879,0.176957,0.173043,0.169138,0.165242,0.161354,0.157476,0.153607,0.149747,0.145896,0.142056,0.138225,0.134405,0.130595,0.126796,0.123008,0.119231,0.115466,0.111712,0.107971,0.104242,0.100526,0.096823,0.093134,0.089459,0.085799,0.082153,0.078523,0.07491,0.071313,0.067733,0.064172,0.06063,0.057107,0.053606,0.050126,0.04667,0.043238,0.039833,0.036455,0.033107,0.029792,0.026512,0.023271,0.020074,0.016924,0.013831,0.010804,0.007857,0.005016,0.002329,0.0
10-2024,1.0,0.99411,0.98823,0.98236,0.9765,0.97065,0.964811,0.958982,0.953163,0.947354,0.941556,0.935768,0.929991,0.924223,0.918467,0.91272,0.906985,0.901259,0.895545,0.88984,0.884147,0.878464,0.872792,0.86713,0.861479,0.855839,0.850209,0.844591,0.838983,0.833386,0.8278,0.822225,0.816661,0.811108,0.805565,0.800034,0.794514,0.789005,0.783507,0.778021,0.772545,0.767081,0.761628,0.756187,0.750756,0.745338,0.73993,0.734534,0.72915,0.723777,0.718415,0.713065,0.707727,0.7024,0.697086,0.691782,0.686491,0.681211,0.675944,0.670688,0.665444,0.660212,0.654992,0.649784,0.644588,0.639405,0.634233,0.629074,0.623927,0.618792,0.61367,0.60856,0.603462,0.598377,0.593305,0.588244,0.583197,0.578162,0.57314,0.568131,0.563134,0.55815,0.55318,0.548222,0.543277,0.538345,0.533426,0.52852,0.523628,0.518748,0.513882,0.50903,0.50419,0.499365,0.494552,0.489753,0.484968,0.480197,0.475439,0.470695,0.465965,0.461249,0.456546,0.451858,0.447184,0.442524,0.437878,0.433246,0.428629,0.424026,0.419438,0.414864,0.410304,0.40576,0.40123,0.396715,0.392214,0.387729,0.383259,0.378803,0.374363,0.369938,0.365529,0.361135,0.356756,0.352393,0.348045,0.343714,0.339397,0.335097,0.330813,0.326545,0.322293,0.318057,0.313838,0.309635,0.305448,0.301278,0.297125,0.292988,0.288869,0.284766,0.28068,0.276612,0.272561,0.268527,0.264511,0.260512,0.256532,0.252569,0.248624,0.244697,0.240788,0.236898,0.233026,0.229172,0.225338,0.221522,0.217725,0.213947,0.210189,0.20645,0.202731,0.199031,0.195351,0.191691,0.188051,0.184432,0.180833,0.177255,0.173698,0.170161,0.166646,0.163152,0.15968,0.15623,0.152802,0.149395,0.146011,0.14265,0.139312,0.135997,0.132705,0.129436,0.126191,0.122971,0.119774,0.116603,0.113456,0.110334,0.107238,0.104167,0.101122,0.098104,0.095113,0.092148,0.089211,0.086302,0.083421,0.080569,0.077745,0.074951,0.072187,0.069454,0.066751,0.06408,0.06144,0.058833,0.056259,0.053719,0.051214,0.048743,0.046309,0.04391,0.04155,0.039227,0.036944,0.034701,0.0325,0.030341,0.028225,0.026155,0.024131,0.022156,0.02023,0.018356,0.016536,0.014772,0.013068,0.011426,0.009849,0.008343,0.006912,0.005563,0.004303,0.003142,0.002095,0.001183,0.000446,0.0
11-2024,1.0,0.994303,0.988615,0.982935,0.977264,0.971602,0.965948,0.960304,0.954668,0.949041,0.943423,0.937813,0.932213,0.926622,0.921039,0.915466,0.909901,0.904346,0.8988,0.893263,0.887734,0.882216,0.876706,0.871205,0.865714,0.860232,0.854759,0.849295,0.843841,0.838396,0.832961,0.827535,0.822119,0.816711,0.811314,0.805926,0.800547,0.795179,0.789819,0.78447,0.77913,0.7738,0.76848,0.763169,0.757868,0.752577,0.747296,0.742025,0.736764,0.731513,0.726271,0.72104,0.715819,0.710608,0.705407,0.700217,0.695036,0.689866,0.684706,0.679557,0.674418,0.669289,0.664171,0.659063,0.653965,0.648879,0.643802,0.638737,0.633682,0.628638,0.623604,0.618582,0.61357,0.608569,0.603579,0.5986,0.593632,0.588675,0.583729,0.578794,0.57387,0.568958,0.564057,0.559167,0.554288,0.549421,0.544565,0.539721,0.534889,0.530068,0.525258,0.52046,0.515674,0.5109,0.506138,0.501387,0.496649,0.491922,0.487208,0.482506,0.477816,0.473138,0.468472,0.463819,0.459178,0.454549,0.449933,0.44533,0.440739,0.436161,0.431596,0.427043,0.422503,0.417977,0.413463,0.408962,0.404475,0.400001,0.39554,0.391092,0.386658,0.382237,0.37783,0.373436,0.369056,0.36469,0.360338,0.356,0.351676,0.347366,0.34307,0.338788,0.334521,0.330268,0.32603,0.321806,0.317597,0.313403,0.309224,0.305059,0.30091,0.296776,0.292657,0.288554,0.284466,0.280393,0.276336,0.272296,0.26827,0.264261,0.260269,0.256292,0.252331,0.248388,0.24446,0.24055,0.236656,0.232779,0.22892,0.225077,0.221252,0.217445,0.213655,0.209883,0.206129,0.202393,0.198675,0.194976,0.191295,0.187634,0.183991,0.180367,0.176762,0.173177,0.169611,0.166066,0.16254,0.159034,0.155549,0.152085,0.148642,0.145219,0.141818,0.138439,0.135081,0.131746,0.128432,0.125142,0.121874,0.118629,0.115408,0.112211,0.109037,0.105888,0.102764,0.099665,0.096591,0.093543,0.090522,0.087527,0.084558,0.081618,0.078705,0.075821,0.072966,0.07014,0.067344,0.064578,0.061844,0.059142,0.056472,0.053835,0.051232,0.048664,0.046132,0.043636,0.041177,0.038757,0.036377,0.034037,0.031739,0.029485,0.027275,0.025113,0.022999,0.020935,0.018924,0.016969,0.015072,0.013236,0.011466,0.009766,0.008141,0.006599,0.005147,0.003798,0.002566,0.001477,0.000574,0.0
12-2024,1.0,0.993183,0.986384,0.979603,0.972841,0.966096,0.95937,0.952662,0.945972,0.9393,0.932647,0.926012,0.919395,0.912797,0.906217,0.899655,0.893112,0.886588,0.880082,0.873595,0.867126,0.860676,0.854244,0.847831,0.841437,0.835062,0.828705,0.822367,0.816048,0.809748,0.803467,0.797205,0.790962,0.784738,0.778533,0.772347,0.76618,0.760032,0.753903,0.747794,0.741704,0.735633,0.729581,0.723549,0.717536,0.711543,0.705569,0.699615,0.69368,0.687765,0.681869,0.675994,0.670137,0.664301,0.658484,0.652687,0.64691,0.641153,0.635416,0.629699,0.624002,0.618325,0.612668,0.607031,0.601414,0.595818,0.590242,0.584686,0.57915,0.573635,0.568141,0.562666,0.557213,0.55178,0.546367,0.540976,0.535604,0.530254,0.524925,0.519616,0.514329,0.509062,0.503816,0.498591,0.493388,0.488205,0.483044,0.477904,0.472786,0.467688,0.462613,0.457558,0.452525,0.447514,0.442524,0.437556,0.43261,0.427685,0.422783,0.417902,0.413043,0.408207,0.403392,0.398599,0.393829,0.389081,0.384355,0.379652,0.374971,0.370312,0.365677,0.361063,0.356473,0.351905,0.34736,0.342838,0.338339,0.333863,0.32941,0.324981,0.320574,0.316191,0.311831,0.307495,0.303182,0.298893,0.294627,0.290386,0.286168,0.281974,0.277804,0.273658,0.269537,0.265439,0.261366,0.257317,0.253293,0.249294,0.245319,0.241369,0.237443,0.233543,0.229668,0.225818,0.221993,0.218193,0.214419,0.210671,0.206948,0.203251,0.199579,0.195934,0.192315,0.188722,0.185155,0.181614,0.1781,0.174613,0.171153,0.167719,0.164312,0.160933,0.15758,0.154255,0.150958,0.147688,0.144446,0.141232,0.138046,0.134888,0.131759,0.128658,0.125585,0.122542,0.119527,0.116542,0.113586,0.110659,0.107763,0.104895,0.102058,0.099251,0.096475,0.093729,0.091014,0.08833,0.085677,0.083055,0.080466,0.077908,0.075382,0.072888,0.070427,0.067999,0.065604,0.063242,0.060915,0.05862,0.056361,0.054135,0.051945,0.04979,0.04767,0.045586,0.043538,0.041527,0.039553,0.037617,0.035718,0.033858,0.032036,0.030253,0.028511,0.026808,0.025147,0.023526,0.021948,0.020413,0.018921,0.017474,0.016071,0.014714,0.013404,0.012142,0.010928,0.009765,0.008653,0.007594,0.006589,0.00564,0.004749,0.003919,0.003152,0.002451,0.00182,0.001265,0.000791,0.000408,0.000132,0.0
01-2025,1.0,0.993315,0.986648,0.979997,0.973362,0.966745,0.960145,0.953562,0.946995,0.940446,0.933914,0.927399,0.920901,0.91442,0.907956,0.90151,0.89508,0.888668,0.882274,0.875896,0.869536,0.863193,0.856868,0.85056,0.84427,0.837997,0.831742,0.825505,0.819285,0.813082,0.806898,0.800731,0.794581,0.78845,0.782336,0.776241,0.770163,0.764103,0.758061,0.752037,0.746031,0.740043,0.734073,0.728122,0.722188,0.716273,0.710376,0.704498,0.698637,0.692795,0.686972,0.681167,0.67538,0.669612,0.663863,0.658132,0.652419,0.646726,0.641051,0.635395,0.629758,0.624139,0.61854,0.612959,0.607397,0.601855,0.596331,0.590827,0.585342,0.579876,0.574429,0.569001,0.563593,0.558204,0.552835,0.547485,0.542155,0.536844,0.531553,0.526281,0.52103,0.515798,0.510586,0.505393,0.500221,0.495068,0.489936,0.484824,0.479732,0.47466,0.469608,0.464576,0.459565,0.454574,0.449604,0.444654,0.439725,0.434817,0.429929,0.425062,0.420215,0.41539,0.410585,0.405802,0.401039,0.396298,0.391577,0.386878,0.382201,0.377544,0.372909,0.368296,0.363704,0.359134,0.354585,0.350059,0.345554,0.341071,0.33661,0.332171,0.327754,0.323359,0.318987,0.314637,0.310309,0.306004,0.301721,0.297461,0.293224,0.28901,0.284819,0.28065,0.276505,0.272383,0.268284,0.264209,0.260156,0.256128,0.252123,0.248142,0.244184,0.240251,0.236341,0.232456,0.228594,0.224757,0.220945,0.217157,0.213393,0.209654,0.205941,0.202252,0.198588,0.194949,0.191335,0.187747,0.184185,0.180648,0.177137,0.173651,0.170192,0.166759,0.163352,0.159972,0.156618,0.153291,0.149991,0.146718,0.143472,0.140253,0.137062,0.133898,0.130762,0.127654,0.124574,0.121523,0.1185,0.115505,0.112539,0.109603,0.106695,0.103817,0.100969,0.09815,0.095362,0.092603,0.089875,0.087178,0.084512,0.081877,0.079273,0.076701,0.074161,0.071653,0.069177,0.066735,0.064325,0.061949,0.059606,0.057298,0.055024,0.052784,0.05058,0.048411,0.046278,0.044181,0.042121,0.040098,0.038112,0.036164,0.034255,0.032386,0.030555,0.028765,0.027016,0.025308,0.023643,0.02202,0.020441,0.018906,0.017417,0.015974,0.014578,0.013231,0.011933,0.010686,0.009491,0.008351,0.007266,0.006238,0.005271,0.004366,0.003526,0.002755,0.002058,0.00144,0.000909,0.000475,0.000157,0.0
02-2025,1.0,0.994493,0.988993,0.9835,0.978015,0.972537,0.967066,0.961603,0.956147,0.950699,0.945259,0.939826,0.9344,0.928982,0.923572,0.918169,0.912774,0.907387,0.902007,0.896635,0.891271,0.885914,0.880565,0.875224,0.869891,0.864566,0.859249,0.853939,0.848638,0.843344,0.838059,0.832781,0.827512,0.82225,0.816997,0.811752,0.806515,0.801286,0.796065,0.790853,0.785649,0.780453,0.775265,0.770086,0.764915,0.759753,0.754599,0.749453,0.744316,0.739188,0.734068,0.728956,0.723853,0.718759,0.713674,0.708597,0.703529,0.69847,0.693419,0.688378,0.683345,0.678321,0.673306,0.6683,0.663303,0.658316,0.653337,0.648367,0.643407,0.638456,0.633513,0.628581,0.623657,0.618743,0.613838,0.608943,0.604057,0.599181,0.594314,0.589457,0.584609,0.579771,0.574943,0.570124,0.565315,0.560516,0.555727,0.550948,0.546179,0.54142,0.536671,0.531932,0.527203,0.522484,0.517776,0.513077,0.508389,0.503712,0.499045,0.494388,0.489742,0.485107,0.480482,0.475868,0.471265,0.466672,0.462091,0.45752,0.45296,0.448411,0.443874,0.439347,0.434832,0.430328,0.425835,0.421354,0.416884,0.412425,0.407978,0.403543,0.39912,0.394708,0.390308,0.38592,0.381544,0.37718,0.372829,0.368489,0.364162,0.359847,0.355544,0.351254,0.346976,0.342712,0.338459,0.33422,0.329994,0.32578,0.32158,0.317393,0.313219,0.309059,0.304912,0.300778,0.296658,0.292552,0.28846,0.284381,0.280317,0.276267,0.272231,0.268209,0.264202,0.260209,0.256231,0.252268,0.24832,0.244387,0.240469,0.236567,0.232679,0.228808,0.224952,0.221112,0.217288,0.21348,0.209689,0.205913,0.202155,0.198413,0.194688,0.19098,0.18729,0.183617,0.179961,0.176323,0.172703,0.169102,0.165519,0.161954,0.158408,0.154881,0.151374,0.147886,0.144417,0.140969,0.13754,0.134133,0.130746,0.127379,0.124035,0.120711,0.11741,0.114131,0.110874,0.10764,0.10443,0.101243,0.09808,0.094941,0.091828,0.088739,0.085676,0.082639,0.079629,0.076646,0.073691,0.070764,0.067866,0.064997,0.062159,0.059351,0.056575,0.053831,0.051121,0.048445,0.045804,0.043199,0.040632,0.038103,0.035614,0.033166,0.03076,0.0284,0.026085,0.023819,0.021604,0.019442,0.017337,0.015292,0.01331,0.011398,0.009559,0.007803,0.006137,0.004574,0.003132,0.001836,0.000737,0.0
03-2025,1.0,0.993201,0.98642,0.979657,0.972911,0.966184,0.959475,0.952783,0.94611,0.939455,0.932818,0.926199,0.919599,0.913016,0.906452,0.899906,0.893378,0.886869,0.880378,0.873906,0.867452,0.861016,0.854599,0.8482,0.84182,0.835458,0.829115,0.822791,0.816486,0.810199,0.803931,0.797681,0.791451,0.785239,0.779046,0.772872,0.766717,0.760581,0.754464,0.748367,0.742288,0.736228,0.730188,0.724166,0.718164,0.712181,0.706218,0.700274,0.694349,0.688444,0.682558,0.676691,0.670844,0.665017,0.659209,0.653421,0.647653,0.641905,0.636176,0.630467,0.624778,0.619108,0.613459,0.60783,0.60222,0.596631,0.591062,0.585513,0.579984,0.574476,0.568987,0.563519,0.558072,0.552645,0.547238,0.541852,0.536486,0.531141,0.525817,0.520513,0.51523,0.509968,0.504727,0.499506,0.494307,0.489128,0.483971,0.478835,0.47372,0.468626,0.463553,0.458501,0.453471,0.448463,0.443476,0.43851,0.433566,0.428643,0.423743,0.418864,0.414007,0.409171,0.404358,0.399566,0.394797,0.39005,0.385325,0.380622,0.375941,0.371283,0.366647,0.362034,0.357443,0.352875,0.348329,0.343806,0.339306,0.334829,0.330375,0.325944,0.321536,0.317151,0.31279,0.308452,0.304137,0.299845,0.295577,0.291333,0.287113,0.282916,0.278743,0.274594,0.270469,0.266368,0.262292,0.258239,0.254211,0.250208,0.246229,0.242274,0.238345,0.23444,0.23056,0.226705,0.222875,0.21907,0.215291,0.211537,0.207808,0.204106,0.200428,0.196777,0.193152,0.189552,0.185979,0.182432,0.178912,0.175418,0.17195,0.16851,0.165096,0.161709,0.158349,0.155017,0.151712,0.148434,0.145184,0.141962,0.138768,0.135602,0.132464,0.129355,0.126274,0.123221,0.120198,0.117204,0.114239,0.111303,0.108397,0.10552,0.102674,0.099857,0.097071,0.094315,0.09159,0.088896,0.086233,0.083602,0.081002,0.078433,0.075897,0.073393,0.070921,0.068482,0.066077,0.063704,0.061365,0.05906,0.056789,0.054553,0.052351,0.050185,0.048054,0.045958,0.043899,0.041877,0.039891,0.037943,0.036033,0.034161,0.032328,0.030533,0.028779,0.027065,0.025392,0.02376,0.02217,0.020623,0.01912,0.017661,0.016247,0.014878,0.013557,0.012284,0.011059,0.009885,0.008762,0.007692,0.006677,0.005717,0.004817,0.003977,0.0032,0.00249,0.001851,0.001287,0.000806,0.000417,0.000135,0.0
04-2025,1.0,0.994357,0.988722,0.983096,0.977478,0.971868,0.966267,0.960674,0.955089,0.949513,0.943945,0.938386,0.932836,0.927294,0.92176,0.916235,0.910719,0.905211,0.899712,0.894222,0.88874,0.883268,0.877804,0.872348,0.866902,0.861464,0.856036,0.850616,0.845205,0.839803,0.83441,0.829026,0.823651,0.818286,0.812929,0.807581,0.802243,0.796914,0.791594,0.786283,0.780982,0.775689,0.770407,0.765133,0.759869,0.754614,0.749369,0.744134,0.738907,0.733691,0.728484,0.723287,0.718099,0.712921,0.707753,0.702594,0.697445,0.692306,0.687177,0.682058,0.676949,0.67185,0.66676,0.661681,0.656612,0.651553,0.646504,0.641466,0.636437,0.631419,0.626411,0.621414,0.616427,0.61145,0.606484,0.601528,0.596583,0.591649,0.586725,0.581812,0.576909,0.572017,0.567137,0.562267,0.557407,0.552559,0.547722,0.542896,0.538081,0.533277,0.528484,0.523703,0.518933,0.514174,0.509426,0.50469,0.499966,0.495253,0.490551,0.485861,0.481183,0.476517,0.471862,0.46722,0.462589,0.45797,0.453364,0.448769,0.444187,0.439616,0.435058,0.430513,0.425979,0.421459,0.41695,0.412455,0.407972,0.403501,0.399044,0.394599,0.390168,0.385749,0.381343,0.376951,0.372572,0.368206,0.363853,0.359514,0.355189,0.350877,0.346578,0.342294,0.338023,0.333766,0.329524,0.325295,0.32108,0.31688,0.312695,0.308523,0.304366,0.300224,0.296097,0.291985,0.287887,0.283805,0.279737,0.275685,0.271648,0.267627,0.263622,0.259632,0.255658,0.2517,0.247757,0.243832,0.239922,0.236029,0.232152,0.228292,0.224449,0.220623,0.216814,0.213023,0.209248,0.205492,0.201752,0.198031,0.194328,0.190643,0.186977,0.183329,0.179699,0.176089,0.172497,0.168925,0.165373,0.16184,0.158327,0.154834,0.151361,0.147909,0.144477,0.141067,0.137678,0.13431,0.130964,0.12764,0.124338,0.121059,0.117803,0.114569,0.11136,0.108174,0.105012,0.101875,0.098762,0.095675,0.092613,0.089578,0.086569,0.083586,0.080631,0.077704,0.074805,0.071935,0.069094,0.066283,0.063503,0.060754,0.058037,0.055352,0.052701,0.050084,0.047501,0.044955,0.042445,0.039974,0.037541,0.035149,0.032798,0.03049,0.028226,0.026008,0.023839,0.021719,0.019652,0.01764,0.015685,0.013792,0.011964,0.010205,0.008522,0.006921,0.005412,0.004004,0.002716,0.001571,0.000617,0.0
05-2025,1.0,0.993784,0.987581,0.981391,0.975214,0.969049,0.962897,0.956758,0.950632,0.944519,0.938418,0.932331,0.926257,0.920195,0.914147,0.908112,0.90209,0.896081,0.890085,0.884102,0.878133,0.872177,0.866234,0.860305,0.854389,0.848486,0.842596,0.836721,0.830858,0.825009,0.819174,0.813352,0.807544,0.80175,0.795969,0.790202,0.784448,0.778709,0.772983,0.767271,0.761573,0.755889,0.750219,0.744563,0.738921,0.733293,0.72768,0.72208,0.716494,0.710923,0.705366,0.699823,0.694295,0.688781,0.683281,0.677796,0.672326,0.66687,0.661428,0.656001,0.650589,0.645192,0.639809,0.634441,0.629088,0.62375,0.618426,0.613118,0.607825,0.602546,0.597283,0.592035,0.586802,0.581585,0.576382,0.571195,0.566024,0.560868,0.555727,0.550602,0.545492,0.540398,0.53532,0.530258,0.525211,0.52018,0.515165,0.510166,0.505183,0.500216,0.495265,0.49033,0.485411,0.480509,0.475623,0.470753,0.4659,0.461064,0.456243,0.45144,0.446653,0.441883,0.43713,0.432393,0.427674,0.422972,0.418286,0.413618,0.408967,0.404333,0.399717,0.395118,0.390536,0.385972,0.381425,0.376897,0.372386,0.367892,0.363417,0.35896,0.354521,0.350099,0.345697,0.341312,0.336946,0.332598,0.328269,0.323958,0.319666,0.315393,0.311139,0.306903,0.302687,0.29849,0.294312,0.290154,0.286015,0.281895,0.277795,0.273715,0.269654,0.265614,0.261594,0.257593,0.253613,0.249654,0.245714,0.241796,0.237898,0.234021,0.230164,0.226329,0.222515,0.218722,0.214951,0.211201,0.207473,0.203767,0.200083,0.196421,0.192781,0.189163,0.185568,0.181995,0.178446,0.174919,0.171416,0.167936,0.164479,0.161046,0.157636,0.154251,0.15089,0.147553,0.144241,0.140953,0.137691,0.134453,0.131241,0.128055,0.124894,0.121759,0.11865,0.115568,0.112513,0.109484,0.106483,0.103509,0.100563,0.097644,0.094755,0.091893,0.089061,0.086258,0.083484,0.08074,0.078027,0.075344,0.072691,0.070071,0.067482,0.064925,0.0624,0.059909,0.057451,0.055027,0.052638,0.050283,0.047965,0.045682,0.043436,0.041228,0.039057,0.036926,0.034833,0.032782,0.030771,0.028803,0.026878,0.024997,0.023161,0.021372,0.01963,0.017938,0.016296,0.014707,0.013173,0.011695,0.010275,0.008917,0.007624,0.006399,0.005247,0.004172,0.003181,0.002283,0.001488,0.000814,0.000291,0.0
06-2025,1.0,0.993914,0.98784,0.981777,0.975726,0.969687,0.96366,0.957644,0.951641,0.945649,0.939669,0.9337,0.927744,0.9218,0.915867,0.909947,0.904039,0.898143,0.892259,0.886387,0.880527,0.874679,0.868844,0.86302,0.857209,0.851411,0.845625,0.839851,0.834089,0.82834,0.822604,0.81688,0.811168,0.805469,0.799783,0.794109,0.788448,0.782799,0.777164,0.771541,0.765931,0.760333,0.754749,0.749178,0.743619,0.738074,0.732541,0.727022,0.721515,0.716022,0.710542,0.705075,0.699621,0.694181,0.688754,0.68334,0.67794,0.672553,0.66718,0.66182,0.656474,0.651141,0.645822,0.640517,0.635225,0.629947,0.624683,0.619433,0.614197,0.608974,0.603766,0.598571,0.593391,0.588225,0.583073,0.577935,0.572812,0.567703,0.562608,0.557527,0.552461,0.54741,0.542373,0.537351,0.532343,0.52735,0.522372,0.517409,0.51246,0.507526,0.502608,0.497704,0.492816,0.487942,0.483084,0.478241,0.473414,0.468602,0.463805,0.459023,0.454258,0.449507,0.444773,0.440054,0.435351,0.430664,0.425993,0.421338,0.416698,0.412075,0.407468,0.402878,0.398304,0.393746,0.389204,0.384679,0.380171,0.375679,0.371205,0.366746,0.362305,0.357881,0.353474,0.349084,0.344711,0.340356,0.336018,0.331697,0.327394,0.323109,0.318841,0.314591,0.31036,0.306146,0.30195,0.297772,0.293613,0.289472,0.285349,0.281245,0.27716,0.273093,0.269045,0.265017,0.261007,0.257017,0.253046,0.249094,0.245162,0.241249,0.237356,0.233484,0.229631,0.225798,0.221986,0.218194,0.214422,0.210671,0.206941,0.203232,0.199544,0.195877,0.192232,0.188608,0.185005,0.181425,0.177867,0.17433,0.170816,0.167325,0.163856,0.16041,0.156987,0.153588,0.150211,0.146859,0.14353,0.140225,0.136944,0.133688,0.130456,0.127249,0.124068,0.120912,0.117781,0.114676,0.111597,0.108545,0.105519,0.10252,0.099549,0.096605,0.093689,0.090801,0.087941,0.08511,0.082309,0.079537,0.076795,0.074083,0.071402,0.068752,0.066134,0.063548,0.060994,0.058473,0.055986,0.053533,0.051115,0.048732,0.046385,0.044075,0.041802,0.039567,0.037371,0.035215,0.033099,0.031025,0.028993,0.027005,0.025062,0.023165,0.021315,0.019514,0.017764,0.016066,0.014423,0.012837,0.011309,0.009844,0.008444,0.007113,0.005857,0.004679,0.003588,0.002593,0.001706,0.000945,0.000345,0.0
07-2025,1.0,0.993659,0.987332,0.981018,0.974718,0.968432,0.96216,0.955902,0.949658,0.943428,0.937212,0.93101,0.924822,0.918648,0.912488,0.906342,0.90021,0.894093,0.88799,0.881901,0.875826,0.869766,0.86372,0.857688,0.851671,0.845669,0.839681,0.833707,0.827748,0.821803,0.815873,0.809958,0.804058,0.798172,0.792301,0.786445,0.780603,0.774777,0.768965,0.763168,0.757386,0.75162,0.745868,0.740131,0.73441,0.728703,0.723012,0.717336,0.711676,0.70603,0.7004,0.694786,0.689186,0.683603,0.678034,0.672482,0.666945,0.661423,0.655917,0.650427,0.644953,0.639494,0.634052,0.628625,0.623214,0.617819,0.61244,0.607077,0.60173,0.5964,0.591085,0.585787,0.580505,0.575239,0.56999,0.564757,0.559541,0.554341,0.549158,0.543991,0.538841,0.533708,0.528592,0.523492,0.518409,0.513344,0.508295,0.503263,0.498248,0.493251,0.488271,0.483307,0.478362,0.473433,0.468522,0.463629,0.458753,0.453895,0.449054,0.444231,0.439426,0.434638,0.429869,0.425118,0.420384,0.415669,0.410972,0.406293,0.401632,0.39699,0.392366,0.387761,0.383174,0.378606,0.374056,0.369526,0.365014,0.360521,0.356047,0.351592,0.347157,0.342741,0.338343,0.333966,0.329608,0.325269,0.32095,0.316651,0.312371,0.308112,0.303872,0.299653,0.295453,0.291274,0.287115,0.282977,0.278859,0.274762,0.270685,0.26663,0.262595,0.258581,0.254589,0.250617,0.246667,0.242739,0.238832,0.234946,0.231083,0.227241,0.223422,0.219624,0.215849,0.212096,0.208365,0.204658,0.200973,0.197311,0.193671,0.190055,0.186463,0.182894,0.179348,0.175826,0.172328,0.168854,0.165404,0.161979,0.158578,0.155202,0.151851,0.148524,0.145223,0.141947,0.138697,0.135473,0.132274,0.129102,0.125956,0.122837,0.119744,0.116678,0.11364,0.110629,0.107646,0.10469,0.101763,0.098864,0.095994,0.093153,0.090341,0.087559,0.084806,0.082084,0.079392,0.076731,0.0741,0.071502,0.068935,0.0664,0.063898,0.061429,0.058993,0.056591,0.054223,0.05189,0.049592,0.04733,0.045105,0.042916,0.040764,0.038651,0.036576,0.03454,0.032545,0.030591,0.028678,0.026808,0.024981,0.023198,0.021462,0.019771,0.018129,0.016536,0.014994,0.013503,0.012067,0.010688,0.009366,0.008105,0.006908,0.005777,0.004718,0.003734,0.002832,0.002018,0.001305,0.000705,0.000246,0.0
