contract_id,contract_type,side,seller_id,branch_code,currency,notional,rate_type,interest_rate,settlement_date,maturity_date,tenor_months,payment_frequency,day_count,business_day_convention,amortization_type,prepayment_allowed,prepayment_penalty,guarantee_type,rating
CNT-9DEDF4A7F9B2,ANNUITE,ASSET,SLR-US-002,US,USD,7756677,fixed,0.05069,2023-08-09,2026-12-21,41,semiannual,ACT/360,Preceding,bullet,True,0.0144,mortgage,BBB
CNT-31D4021758C2,MORTGAGE,ASSET,SLR-DE-010,FR,EUR,2066616,fixed,0.05621,2023-06-03,2032-01-17,105,monthly,ACT/ACT,ModifiedFollowing,linear,False,0.0096,personal,BB
CNT-BBAF6EB0C691,PAM,ASSET,SLR-US-010,ES,EUR,3284312,floating,0.0573,2021-06-27,2040-01-19,226,annual,30/360,Following,linear,False,0,commercial,B
CNT-52134294DB0C,COMMERCIAL_LOAN,ASSET,SLR-US-012,DE,EUR,8375589,fixed,0.04454,2022-02-05,2033-08-06,140,annual,30/360,ModifiedFollowing,bullet,True,0.0092,none,BB
CNT-0A2A332B5E8B,PAM,ASSET,SLR-ES-001,ES,GBP,6318542,fixed,0.05535,2022-10-15,2046-03-13,285,monthly,ACT/ACT,Preceding,linear,False,0.0069,mortgage,BB
CNT-73F8BCDC5830,BULLET,ASSET,SLR-FR-011,ES,GBP,6689598,fixed,0.04312,2022-03-26,2026-10-31,56,quarterly,ACT/360,Preceding,bullet,False,0.0182,personal,BB
CNT-D609454F0769,BULLET,ASSET,SLR-FR-011,FR,GBP,2754941,floating,0.06067,2024-04-15,2024-10-12,6,annual,ACT/ACT,Preceding,bullet,False,0.0057,commercial,NR
CNT-4F9E90997F1B,MORTGAGE,ASSET,SLR-DE-011,ES,EUR,4558032,floating,0.05674,2026-02-06,2050-05-31,296,semiannual,ACT/365,Following,bullet,True,0.0185,mortgage,AAA
CNT-B5F47343F88F,BULLET,ASSET,SLR-ES-007,FR,GBP,4372077,floating,0.06282,2023-06-27,2025-05-17,23,annual,30/360,Preceding,linear,False,0.0186,none,AA
CNT-816EB7FF3EE4,PAM,ASSET,SLR-DE-008,FR,GBP,5601048,floating,0.06865,2024-12-18,2049-06-10,298,quarterly,ACT/365,ModifiedFollowing,bullet,False,0.0069,none,NR
CNT-C8F8483391B8,ANNUITE,ASSET,SLR-DE-010,US,GBP,3578968,fixed,0.06598,2025-11-08,2033-06-29,93,monthly,30/360,Following,linear,True,0,commercial,A
CNT-A64B9DA2EF60,SAVINGS,PASSIF,,US,USD,15005400,fixed,0.03021,2026-02-21,2029-08-04,42,monthly,ACT/365,,,,,,
CNT-040B35762708,ANNUITE,ASSET,SLR-ES-012,ES,GBP,5102783,fixed,0.0583,2021-08-30,2035-02-18,164,annual,ACT/365,ModifiedFollowing,linear,True,0,commercial,A
CNT-A0F61ED68FB9,ANNUITE,ASSET,SLR-DE-011,FR,GBP,8579022,floating,0.0663,2023-12-13,2029-08-13,69,semiannual,ACT/365,Preceding,constant_installment,False,0.0156,none,BBB
CNT-44F6461420A9,CERTIFICATE_OF_DEPOSIT,PASSIF,,US,GBP,11323111,fixed,0.01528,2026-03-02,2026-06-30,4,annual,ACT/365,,,,,,
CNT-F1F76B9F571D,BULLET,ASSET,SLR-US-006,ES,USD,7163588,fixed,0.04323,2025-05-21,2026-02-15,9,annual,ACT/360,Following,constant_installment,False,0.0132,personal,B
CNT-F00468738866,ANNUITE,ASSET,SLR-DE-004,FR,EUR,5444470,floating,0.06361,2025-02-02,2029-08-10,55,quarterly,30/360,Preceding,bullet,True,0,commercial,NR
CNT-2E74F043D774,ANNUITE,ASSET,SLR-DE-003,US,GBP,884612,fixed,0.03314,2026-02-25,2039-08-16,164,monthly,ACT/360,Preceding,constant_installment,True,0.0163,commercial,AA
CNT-E5194EED2763,TERM_DEPOSIT,PASSIF,,ES,GBP,11001129,fixed,0.01633,2023-05-25,2024-10-16,17,quarterly,ACT/365,,,,,,
CNT-799A7FA82CA2,MORTGAGE,ASSET,SLR-DE-007,ES,EUR,8591494,fixed,0.05311,2025-09-18,2047-07-25,266,semiannual,ACT/360,Following,bullet,True,0.0118,none,B
CNT-0DCC50F76A2B,REVOLVER,ASSET,SLR-US-002,US,EUR,71025,fixed,0.05978,2022-07-20,2025-12-31,42,semiannual,30/360,Preceding,bullet,False,0,commercial,A
CNT-CCF19E3D248A,PAM,ASSET,SLR-US-010,US,GBP,8514033,floating,0.06628,2021-05-18,2042-03-29,254,annual,ACT/360,Preceding,bullet,True,0,mortgage,AAA
CNT-287A5697E660,MORTGAGE,ASSET,SLR-FR-005,FR,USD,4513885,fixed,0.04535,2023-10-30,2029-05-31,68,semiannual,ACT/365,Following,bullet,False,0,personal,NR
CNT-109FFE3E840A,PAM,ASSET,SLR-DE-001,ES,EUR,5846938,fixed,0.02613,2023-03-18,2036-05-08,160,quarterly,ACT/360,Preceding,bullet,True,0,commercial,NR
CNT-54BE82D4953D,MORTGAGE,ASSET,SLR-FR-011,FR,EUR,4701024,fixed,0.03002,2021-12-06,2038-05-11,200,quarterly,ACT/360,ModifiedFollowing,bullet,False,0,personal,AAA
CNT-2A2552CEFBA2,ANNUITE,ASSET,SLR-FR-008,DE,GBP,5317726,floating,0.06529,2025-05-07,2034-02-19,107,quarterly,ACT/365,Preceding,linear,False,0.0101,commercial,A
CNT-0269BA4DFA6C,DEMAND_DEPOSIT,PASSIF,,DE,GBP,41204235,fixed,0.0164,2023-10-22,,,monthly,ACT/365,,,,,,
CNT-067410F9424E,BULLET,ASSET,SLR-DE-002,DE,USD,3947197,floating,0.06705,2021-06-08,2025-02-17,45,monthly,30/360,Preceding,constant_installment,True,0,mortgage,AAA
CNT-D93D04DD479D,BULLET,ASSET,SLR-ES-003,DE,EUR,7892874,floating,0.06889,2021-05-24,2024-03-09,34,monthly,ACT/360,Following,constant_installment,False,0,personal,BBB
CNT-0AA2B29D8196,REVOLVER,ASSET,SLR-US-011,FR,EUR,4044440,fixed,0.05597,2021-11-23,2026-01-31,51,annual,ACT/360,ModifiedFollowing,linear,False,0.0043,commercial,AAA
CNT-A24149345971,MORTGAGE,ASSET,SLR-FR-014,US,GBP,9297430,fixed,0.05994,2022-10-16,2044-02-23,260,quarterly,ACT/360,Preceding,bullet,True,0,commercial,A
CNT-E30F137E60AF,ANNUITE,ASSET,SLR-FR-006,US,USD,8290270,floating,0.07361,2025-12-26,2043-04-26,211,quarterly,30/360,ModifiedFollowing,linear,False,0.0084,none,AAA
CNT-025FE9210C9F,ANNUITE,ASSET,SLR-US-006,FR,USD,1481396,fixed,0.05187,2022-09-01,2029-03-28,80,annual,ACT/360,Following,linear,True,0.0074,none,NR
CNT-98325581F24C,BULLET,ASSET,SLR-DE-011,US,EUR,9804651,floating,0.06743,2022-04-22,2026-05-31,50,monthly,ACT/ACT,Preceding,constant_installment,False,0,personal,BBB
CNT-39C5B5B67010,PAM,ASSET,SLR-US-010,ES,EUR,2405253,floating,0.06796,2022-08-22,2032-10-28,124,semiannual,ACT/360,Preceding,constant_installment,True,0.0075,mortgage,AAA
CNT-3040D457E359,BULLET,ASSET,SLR-FR-011,US,USD,3090652,fixed,0.05924,2022-02-22,2025-07-06,41,annual,ACT/ACT,ModifiedFollowing,bullet,False,0.0043,none,AA
CNT-000E6768B7D9,BULLET,ASSET,SLR-DE-005,US,GBP,4950222,floating,0.06441,2025-11-04,2027-04-28,18,semiannual,ACT/360,Following,bullet,False,0,none,A
CNT-9641AA140EF8,PAM,ASSET,SLR-FR-006,US,EUR,3898916,fixed,0.05548,2025-11-09,2043-02-08,210,semiannual,ACT/ACT,Preceding,linear,False,0,mortgage,B
CNT-37D921C9B4CE,BULLET,ASSET,SLR-FR-013,DE,EUR,2461293,floating,0.06344,2022-02-16,2024-08-04,30,semiannual,ACT/360,ModifiedFollowing,bullet,True,0.0025,commercial,AA
CNT-2B8B9D36D0B7,ANNUITE,ASSET,SLR-FR-015,DE,EUR,3447799,floating,0.05738,2021-10-25,2026-04-02,54,quarterly,ACT/365,ModifiedFollowing,constant_installment,False,0,none,NR
CNT-EC809FC6D845,PAM,ASSET,SLR-DE-006,ES,USD,6883526,floating,0.0729,2025-12-11,2028-03-30,28,semiannual,30/360,Preceding,linear,False,0,mortgage,NR
CNT-55E747A76893,REVOLVER,ASSET,SLR-FR-010,US,USD,4986063,fixed,0.06172,2024-06-01,2027-06-16,37,monthly,ACT/360,ModifiedFollowing,bullet,True,0.0145,commercial,A
CNT-7B1493DCBE56,PAM,ASSET,SLR-ES-005,FR,EUR,8891665,fixed,0.04448,2021-11-06,2022-11-01,12,semiannual,ACT/ACT,Following,constant_installment,False,0,commercial,NR
CNT-6156759A25E8,DEMAND_DEPOSIT,PASSIF,,FR,EUR,13658130,fixed,0.02384,2023-11-22,,,monthly,ACT/365,,,,,,
CNT-B9E17B33A188,COMMERCIAL_LOAN,ASSET,SLR-DE-012,US,EUR,4065180,fixed,0.05636,2024-09-03,2029-05-10,57,semiannual,ACT/365,ModifiedFollowing,bullet,False,0,commercial,AA
CNT-71425794A43E,BULLET,ASSET,SLR-FR-011,DE,GBP,6356755,fixed,0.04277,2021-10-20,2022-12-14,14,semiannual,ACT/ACT,Following,linear,True,0.0143,personal,AAA
CNT-6EEA64F79D1C,PAM,ASSET,SLR-DE-004,ES,USD,9931540,fixed,0.06317,2023-06-18,2033-05-26,121,annual,ACT/ACT,Preceding,bullet,False,0.0099,commercial,AAA
CNT-0EC29FD8EBA2,BULLET,ASSET,SLR-ES-009,FR,USD,4316566,floating,0.07905,2022-04-23,2023-02-17,10,semiannual,30/360,Following,linear,False,0.0004,mortgage,AAA
CNT-6EDE153CF40A,PAM,ASSET,SLR-FR-012,DE,GBP,2427839,fixed,0.04628,2025-12-29,2044-04-23,223,annual,30/360,Following,linear,True,0,commercial,A
CNT-57D7EA5CFBD8,MORTGAGE,ASSET,SLR-US-004,US,GBP,3724795,fixed,0.04787,2025-10-18,2041-10-24,195,monthly,30/360,ModifiedFollowing,linear,True,0,mortgage,BB
CNT-F697E70B896B,MORTGAGE,ASSET,SLR-FR-008,US,USD,5506399,fixed,0.07355,2024-02-18,2036-05-15,149,semiannual,30/360,Following,bullet,True,0,personal,BBB
CNT-1591C959433D,BULLET,ASSET,SLR-ES-011,ES,EUR,907555,fixed,0.03914,2021-08-16,2022-06-12,10,annual,ACT/365,Preceding,bullet,True,0,commercial,NR
CNT-19AE44E0322A,MORTGAGE,ASSET,SLR-US-012,US,USD,5941910,fixed,0.06521,2025-10-13,2041-07-21,192,monthly,ACT/365,Preceding,constant_installment,True,0,personal,B
CNT-82545628F643,PAM,ASSET,SLR-ES-006,DE,USD,6216693,floating,0.0795,2022-02-24,2041-05-15,234,annual,ACT/365,ModifiedFollowing,linear,True,0,none,AAA
CNT-5B439CD44EB3,REVOLVER,ASSET,SLR-US-011,US,USD,5582345,floating,0.0744,2025-11-01,2027-04-25,18,semiannual,ACT/365,Following,constant_installment,True,0.007,commercial,BBB
CNT-6240D1DAEE1E,SAVINGS,PASSIF,,ES,USD,45794161,fixed,0.00363,2025-03-30,2026-11-20,20,monthly,ACT/365,,,,,,
CNT-8C09D47C7D72,CERTIFICATE_OF_DEPOSIT,PASSIF,,FR,GBP,41342204,fixed,0.03801,2024-08-05,2029-02-10,55,quarterly,ACT/365,,,,,,
CNT-98A6965CA70C,MORTGAGE,ASSET,SLR-FR-005,DE,USD,49198,floating,0.078,2024-04-14,2046-05-19,269,annual,ACT/ACT,ModifiedFollowing,constant_installment,False,0,personal,NR
CNT-E84ABCBCBD9F,ANNUITE,ASSET,SLR-ES-012,ES,GBP,8309570,fixed,0.04708,2021-12-29,2027-03-03,63,quarterly,ACT/360,ModifiedFollowing,bullet,False,0,none,BBB
CNT-73F981C395BD,PAM,ASSET,SLR-US-010,FR,USD,3916226,floating,0.0797,2025-04-25,2046-07-04,258,annual,30/360,Following,bullet,True,0,none,B
CNT-A87681C05DA7,PAM,ASSET,SLR-US-012,DE,USD,3403864,fixed,0.06887,2023-11-26,2036-10-18,157,semiannual,ACT/ACT,Following,bullet,False,0,mortgage,AA
CNT-0407E2ADBF1B,PAM,ASSET,SLR-US-009,DE,USD,866840,floating,0.07699,2023-04-13,2038-02-23,181,monthly,ACT/ACT,ModifiedFollowing,bullet,True,0,personal,AAA
CNT-9373980CF237,ANNUITE,ASSET,SLR-US-013,DE,EUR,249997,fixed,0.05687,2021-12-05,2028-11-28,85,monthly,ACT/360,ModifiedFollowing,linear,True,0,none,A
CNT-96860D47B3D4,ANNUITE,ASSET,SLR-FR-008,FR,USD,6000159,floating,0.07342,2022-03-03,2035-05-24,161,monthly,30/360,Preceding,bullet,True,0,personal,BB
CNT-942344B52FF2,PAM,ASSET,SLR-FR-007,DE,USD,4054187,fixed,0.04374,2021-05-01,2032-01-04,130,quarterly,ACT/ACT,Preceding,constant_installment,True,0,mortgage,B
CNT-928AEAEBE718,REVOLVER,ASSET,SLR-FR-011,FR,USD,810010,floating,0.06573,2025-10-02,2030-02-08,53,quarterly,30/360,Following,linear,False,0.0033,personal,BB
CNT-609C7ED534E9,BULLET,ASSET,SLR-ES-015,DE,USD,6181668,fixed,0.04452,2023-11-04,2025-01-27,15,monthly,ACT/365,Following,linear,False,0,mortgage,NR
CNT-CD85299D12EA,ANNUITE,ASSET,SLR-US-009,US,GBP,4915601,fixed,0.06924,2022-05-04,2041-02-23,229,annual,30/360,Preceding,linear,False,0,personal,AAA
CNT-A5FD73AF29E6,MORTGAGE,ASSET,SLR-ES-001,DE,USD,3087034,fixed,0.06535,2023-08-13,2043-11-26,247,semiannual,ACT/365,Preceding,linear,False,0,personal,NR
CNT-D1F4EB0644B5,TERM_DEPOSIT,PASSIF,,ES,EUR,38325238,fixed,0.0346,2024-09-10,2026-06-02,21,quarterly,ACT/365,,,,,,
CNT-42E52AC63B69,BULLET,ASSET,SLR-US-011,FR,EUR,7677896,floating,0.05211,2024-05-09,2028-01-19,45,monthly,ACT/ACT,Following,linear,False,0,mortgage,BB
CNT-99FE275EA99E,PAM,ASSET,SLR-US-004,FR,USD,7528281,fixed,0.0573,2025-06-16,2029-10-23,53,semiannual,ACT/ACT,Following,bullet,True,0.0034,personal,BBB
CNT-B3CE037DFF79,BULLET,ASSET,SLR-ES-010,ES,GBP,6983619,fixed,0.04126,2023-09-29,2027-02-10,41,quarterly,ACT/365,Following,constant_installment,False,0,personal,BB
CNT-7C772F2C209D,ANNUITE,ASSET,SLR-ES-015,DE,GBP,1949387,fixed,0.05219,2022-12-11,2028-02-13,63,quarterly,30/360,Preceding,bullet,False,0.0148,none,A
CNT-3105DB7A95F6,REVOLVER,ASSET,SLR-FR-013,DE,GBP,4843782,fixed,0.06815,2021-11-27,2025-10-07,47,semiannual,ACT/360,Preceding,constant_installment,False,0.0077,mortgage,BB
CNT-9A9DD42B3752,MORTGAGE,ASSET,SLR-DE-002,DE,USD,3392477,floating,0.06684,2025-08-15,2033-03-06,92,annual,30/360,ModifiedFollowing,bullet,False,0,none,A
CNT-5AD70BD1D679,MORTGAGE,ASSET,SLR-ES-011,ES,USD,2732571,fixed,0.05787,2023-04-05,2051-07-07,344,monthly,30/360,Following,constant_installment,False,0.0078,mortgage,B
CNT-0C25E8D015E4,ANNUITE,ASSET,SLR-FR-014,FR,EUR,1069051,fixed,0.02233,2023-04-04,2042-03-25,231,quarterly,ACT/365,Preceding,constant_installment,False,0.0125,none,A
CNT-DEA6355889F0,MORTGAGE,ASSET,SLR-FR-007,US,GBP,4525323,fixed,0.05689,2023-11-03,2043-05-22,238,quarterly,ACT/360,ModifiedFollowing,bullet,True,0.0186,none,BBB
CNT-B5058ABEF359,SAVINGS,PASSIF,,FR,EUR,15650872,fixed,0.02052,2024-04-18,2027-04-03,36,monthly,ACT/365,,,,,,
CNT-0376939B173B,TERM_DEPOSIT,PASSIF,,FR,GBP,33666011,fixed,0.02153,2023-07-20,2026-10-02,39,annual,ACT/365,,,,,,
CNT-5AEC101921DB,MORTGAGE,ASSET,SLR-FR-002,DE,USD,8206877,fixed,0.05362,2023-09-20,2045-04-27,263,monthly,30/360,Preceding,linear,True,0.0175,none,NR
CNT-96D04ADF89F0,BULLET,ASSET,SLR-FR-002,DE,GBP,5924621,fixed,0.05073,2025-08-10,2027-08-30,25,monthly,30/360,Following,constant_installment,True,0,mortgage,NR
CNT-63462AB92492,MORTGAGE,ASSET,SLR-ES-010,US,USD,4491494,fixed,0.06588,2024-06-22,2039-07-04,183,semiannual,ACT/365,Following,linear,False,0,mortgage,AAA
CNT-C58465D869D1,ANNUITE,ASSET,SLR-US-004,ES,USD,3760214,fixed,0.0763,2022-02-23,2029-09-14,92,monthly,ACT/360,ModifiedFollowing,constant_installment,True,0.0174,commercial,NR
CNT-39737C0D36FA,PAM,ASSET,SLR-FR-006,DE,GBP,7488781,fixed,0.05629,2024-03-23,2048-07-15,296,monthly,ACT/ACT,Preceding,constant_installment,False,0.0039,commercial,BBB
CNT-2CFED15772DC,MORTGAGE,ASSET,SLR-ES-012,FR,EUR,9173317,fixed,0.05371,2023-09-24,2048-09-12,304,annual,ACT/360,Following,bullet,False,0.009,mortgage,A
CNT-186241420123,MORTGAGE,ASSET,SLR-FR-001,ES,GBP,1768429,fixed,0.04677,2023-06-25,2031-11-10,102,annual,ACT/365,Following,linear,True,0.0014,personal,AAA
CNT-E39B07313535,REVOLVER,ASSET,SLR-ES-011,US,GBP,8087977,floating,0.06948,2025-08-03,2026-09-27,14,quarterly,30/360,Following,bullet,True,0,personal,A
CNT-B82357C6DEC3,COMMERCIAL_LOAN,ASSET,SLR-DE-010,DE,USD,309365,fixed,0.0787,2024-11-24,2037-05-20,152,quarterly,30/360,Preceding,bullet,True,0,mortgage,NR
CNT-2121B8922789,PAM,ASSET,SLR-ES-014,FR,USD,3499874,fixed,0.07424,2025-10-10,2044-03-04,224,quarterly,ACT/365,Following,bullet,True,0,none,B
CNT-A7C412E1DACC,SAVINGS,PASSIF,,FR,USD,46941901,fixed,0.02797,2023-11-10,2026-12-24,38,monthly,ACT/365,,,,,,
CNT-A4527A7F2238,BULLET,ASSET,SLR-ES-005,US,USD,6283804,fixed,0.04441,2024-02-14,2027-08-27,43,monthly,ACT/360,Following,linear,True,0,mortgage,AA
CNT-D093EE6EC855,PAM,ASSET,SLR-DE-005,US,USD,4602524,floating,0.07302,2024-06-22,2028-05-02,47,semiannual,ACT/360,Preceding,bullet,True,0,mortgage,A
CNT-32B5767B693A,DEMAND_DEPOSIT,PASSIF,,DE,USD,20436912,fixed,0.03075,2024-02-29,,,monthly,ACT/365,,,,,,
CNT-DE68E5D84D7C,ANNUITE,ASSET,SLR-DE-007,FR,USD,3480304,floating,0.07212,2025-09-06,2027-02-28,18,semiannual,30/360,Preceding,linear,False,0,mortgage,A
CNT-156A7028AD91,ANNUITE,ASSET,SLR-DE-005,US,USD,5031056,floating,0.07545,2023-02-02,2028-09-03,68,monthly,30/360,Following,constant_installment,True,0,personal,AA
CNT-1FA59548A958,BULLET,ASSET,SLR-ES-010,US,EUR,724919,fixed,0.02036,2023-09-11,2024-01-09,4,annual,ACT/365,ModifiedFollowing,linear,False,0.0007,none,B
CNT-EF312A37BD72,CERTIFICATE_OF_DEPOSIT,PASSIF,,US,USD,31328395,fixed,0.00376,2025-09-07,2027-04-30,20,monthly,ACT/365,,,,,,
CNT-B174530252B1,TERM_DEPOSIT,PASSIF,,DE,USD,34329379,fixed,0.01804,2023-04-25,2025-06-13,26,annual,ACT/365,,,,,,
CNT-A8057C14089A,BULLET,ASSET,SLR-DE-004,ES,EUR,7887484,floating,0.05186,2023-10-07,2027-04-19,43,monthly,ACT/360,ModifiedFollowing,linear,True,0.0121,none,A
CNT-CD6132808648,PAM,ASSET,SLR-DE-006,ES,EUR,8652601,fixed,0.05719,2021-12-04,2025-05-17,42,semiannual,ACT/ACT,ModifiedFollowing,linear,False,0.0106,personal,BBB
CNT-1E273D56C3E6,PAM,ASSET,SLR-FR-008,FR,EUR,3688981,fixed,0.02171,2025-06-24,2039-04-12,168,semiannual,ACT/ACT,Preceding,linear,True,0,personal,A
CNT-C0A7911096E7,MORTGAGE,ASSET,SLR-DE-008,US,EUR,9651288,floating,0.05589,2024-04-27,2041-02-27,205,semiannual,30/360,Following,linear,True,0.0103,personal,AAA
CNT-511825B66601,CERTIFICATE_OF_DEPOSIT,PASSIF,,ES,EUR,16867444,fixed,0.02029,2025-07-12,2027-01-03,18,monthly,ACT/365,,,,,,
CNT-8C16B6972F6B,MORTGAGE,ASSET,SLR-ES-001,DE,USD,3584083,fixed,0.06508,2025-08-30,2039-06-18,168,monthly,ACT/ACT,Following,linear,True,0,none,AAA
CNT-8508D37118E9,PAM,ASSET,SLR-ES-010,US,GBP,8438917,floating,0.06899,2022-12-25,2052-02-21,355,semiannual,ACT/ACT,ModifiedFollowing,bullet,False,0.0082,none,BBB
CNT-2A27C4519FA2,PAM,ASSET,SLR-US-006,DE,USD,1674382,fixed,0.04744,2021-08-14,2033-12-09,150,quarterly,ACT/360,ModifiedFollowing,bullet,True,0,commercial,AA
CNT-2141F6C017AD,PAM,ASSET,SLR-US-005,DE,GBP,3262562,fixed,0.06082,2023-12-09,2034-02-14,124,semiannual,ACT/365,Preceding,bullet,True,0,commercial,A
CNT-1811458EC145,MORTGAGE,ASSET,SLR-DE-011,ES,EUR,1068136,fixed,0.03072,2023-05-28,2034-03-01,131,monthly,ACT/ACT,ModifiedFollowing,bullet,False,0.0057,mortgage,B
CNT-28FE54774EDF,BULLET,ASSET,SLR-FR-001,DE,EUR,1328081,floating,0.06933,2025-01-27,2030-01-01,60,monthly,ACT/365,ModifiedFollowing,linear,False,0,commercial,NR
CNT-538AE0D247C2,ANNUITE,ASSET,SLR-DE-007,FR,USD,4845753,floating,0.07028,2021-05-03,2024-02-17,34,semiannual,ACT/365,Preceding,linear,True,0,personal,B
CNT-79B9C05684B1,PAM,ASSET,SLR-DE-010,DE,USD,9510176,floating,0.07828,2022-01-27,2038-08-31,202,annual,ACT/360,ModifiedFollowing,bullet,True,0,commercial,NR
CNT-6FA75AE8E63E,DEMAND_DEPOSIT,PASSIF,,US,USD,10935529,fixed,0.02487,2023-09-02,,,monthly,ACT/365,,,,,,
CNT-01EE7AA5FD71,REVOLVER,ASSET,SLR-FR-011,US,USD,396198,fixed,0.06472,2024-01-02,2027-08-14,44,semiannual,ACT/ACT,Following,bullet,False,0,none,A
CNT-13F0D203819E,MORTGAGE,ASSET,SLR-DE-008,US,USD,7672660,floating,0.07893,2022-07-27,2048-06-10,315,semiannual,ACT/ACT,ModifiedFollowing,linear,False,0,none,AAA
CNT-1FB5865310DA,REVOLVER,ASSET,SLR-DE-010,US,EUR,3299321,fixed,0.02574,2025-10-21,2026-11-15,13,monthly,30/360,Preceding,bullet,True,0.0073,personal,AA
CNT-B5D8F4C267A3,ANNUITE,ASSET,SLR-ES-012,DE,GBP,9442433,floating,0.06012,2025-07-02,2035-11-07,126,quarterly,ACT/360,ModifiedFollowing,constant_installment,False,0,commercial,AAA
CNT-9591F27BB700,MORTGAGE,ASSET,SLR-FR-003,ES,GBP,6241104,floating,0.06752,2023-09-03,2050-02-13,322,semiannual,ACT/360,Preceding,bullet,True,0,none,BB
CNT-C27E463022C7,REVOLVER,ASSET,SLR-US-011,DE,EUR,9525521,floating,0.06036,2025-04-28,2028-09-09,41,quarterly,ACT/365,ModifiedFollowing,bullet,False,0.0089,commercial,AA
CNT-E6889B20A561,MORTGAGE,ASSET,SLR-ES-008,ES,EUR,6348267,floating,0.05827,2024-10-25,2042-06-23,215,monthly,ACT/365,ModifiedFollowing,linear,False,0,mortgage,BB
CNT-47DC87F242C9,PAM,ASSET,SLR-DE-015,DE,EUR,4128151,fixed,0.05233,2022-04-13,2036-01-30,168,monthly,ACT/ACT,Preceding,linear,False,0,mortgage,AAA
CNT-D196368ECBD3,PAM,ASSET,SLR-US-003,US,GBP,4541214,fixed,0.06689,2022-11-06,2039-12-07,208,quarterly,30/360,ModifiedFollowing,linear,True,0.018,none,A
CNT-8C28D4E1BAA4,MORTGAGE,ASSET,SLR-FR-012,ES,USD,2594853,fixed,0.0781,2024-12-02,2047-08-04,276,quarterly,ACT/360,Preceding,linear,True,0.0134,commercial,A
CNT-EB73BE9601B4,REVOLVER,ASSET,SLR-US-011,FR,USD,7614105,floating,0.06742,2024-09-08,2028-06-19,46,annual,ACT/ACT,Following,linear,False,0.0114,mortgage,A
CNT-0DCEE50716F9,PAM,ASSET,SLR-ES-001,DE,GBP,6563112,floating,0.06578,2023-03-07,2028-06-08,64,monthly,ACT/360,Preceding,constant_installment,True,0,mortgage,A
CNT-257735CE825D,ANNUITE,ASSET,SLR-DE-014,US,USD,2882709,fixed,0.06854,2022-01-09,2035-10-28,168,annual,ACT/ACT,ModifiedFollowing,bullet,True,0.0085,mortgage,B
CNT-CBDC8C5C75D1,MORTGAGE,ASSET,SLR-FR-015,ES,USD,3546311,floating,0.07303,2024-07-08,2052-01-13,335,semiannual,30/360,Preceding,linear,False,0,mortgage,B
CNT-58791E2D1802,ANNUITE,ASSET,SLR-DE-013,ES,GBP,2452829,floating,0.06897,2023-05-15,2041-08-08,222,annual,30/360,ModifiedFollowing,bullet,False,0,personal,BB
CNT-812F3E160899,PAM,ASSET,SLR-FR-010,DE,EUR,8676451,fixed,0.03461,2023-03-03,2042-02-21,231,quarterly,ACT/360,Following,constant_installment,False,0,personal,AA
CNT-9DF09A6E8000,BULLET,ASSET,SLR-FR-001,US,GBP,5976274,fixed,0.0656,2025-03-11,2026-01-05,10,monthly,ACT/365,Following,constant_installment,False,0.0029,personal,A
CNT-9CD3A1C8DB3E,PAM,ASSET,SLR-DE-013,US,USD,7646266,floating,0.07614,2024-07-21,2039-10-01,185,annual,ACT/365,Preceding,bullet,False,0.0166,personal,A
CNT-5BB62B8ACB52,PAM,ASSET,SLR-FR-002,US,EUR,246814,floating,0.05663,2024-11-05,2034-03-18,114,monthly,ACT/365,ModifiedFollowing,linear,False,0.0115,mortgage,NR
CNT-80E02D49CC89,PAM,ASSET,SLR-ES-010,FR,GBP,4637589,fixed,0.06859,2021-09-24,2051-01-20,357,monthly,ACT/365,Preceding,constant_installment,True,0,none,B
CNT-967D64C3FDA1,ANNUITE,ASSET,SLR-US-006,ES,USD,4617406,floating,0.06524,2025-08-06,2037-08-03,146,semiannual,ACT/ACT,ModifiedFollowing,linear,True,0.0135,mortgage,B
CNT-009C60F3465B,BULLET,ASSET,SLR-DE-010,FR,EUR,8436018,floating,0.06986,2026-01-18,2030-07-26,55,monthly,ACT/360,ModifiedFollowing,constant_installment,False,0,none,BBB
CNT-105B6F410514,PAM,ASSET,SLR-FR-014,FR,EUR,1163028,floating,0.06993,2024-06-06,2039-06-18,183,quarterly,30/360,ModifiedFollowing,bullet,False,0.0073,mortgage,BB
CNT-A2DD00FB3709,ANNUITE,ASSET,SLR-ES-004,DE,EUR,2188498,fixed,0.04272,2021-05-29,2033-12-22,153,semiannual,ACT/ACT,Preceding,bullet,True,0.0148,mortgage,NR
CNT-AAC0A21D4309,ANNUITE,ASSET,SLR-US-009,DE,EUR,3269599,fixed,0.0413,2024-04-08,2028-06-16,51,annual,ACT/ACT,ModifiedFollowing,constant_installment,False,0,none,A
CNT-3FC0B23B5158,MORTGAGE,ASSET,SLR-FR-015,DE,USD,4611394,fixed,0.04399,2021-09-20,2046-03-13,298,semiannual,30/360,Preceding,bullet,True,0,mortgage,AAA
CNT-9B7950953D6A,REVOLVER,ASSET,SLR-DE-004,DE,EUR,8527293,fixed,0.0213,2024-12-15,2027-09-01,33,annual,30/360,ModifiedFollowing,constant_installment,False,0,commercial,A
