position_ref,product_type,branch,seller,currency,outstanding,origination_date,maturity_date,client_rate,risk_weight,profiles_json,rates_json
CNT-C9B710FA87D6,pam,US,SLR-ES-012,USD,2312564.0,2024-01-24,2025-11-14,0.07326,1.0,"[0.954545, 0.863636, 0.727273, 0.454545, 0.0]","[0.0532, 0.0528, 0.052, 0.0495]"
CNT-59486A3289B7,mortgage,FR,SLR-US-013,GBP,2204370.0,2021-09-25,2029-05-16,0.06118,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415, 0.042]"
CNT-35090D20FADB,pam,ES,SLR-DE-006,GBP,903537.0,2022-08-29,2029-11-20,0.06328,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415, 0.042]"
CNT-0ADF344FB782,bullet,ES,SLR-DE-001,GBP,3013096.0,2024-05-20,2027-03-06,0.06519,1.0,"[0.970588, 0.911765, 0.823529, 0.647059, 0.294118, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044]"
CNT-52DBEEBEB21B,pam,ES,SLR-US-011,EUR,6336402.0,2022-12-26,2033-02-01,0.05612,1.0,"[0.99187, 0.97561, 0.95122, 0.902439, 0.804878, 0.707317, 0.512195, 0.317073, 0.02439, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028, 0.0275, 0.028, 0.0285]"
CNT-A02EEBD6C9C7,mortgage,DE,SLR-FR-009,GBP,7266240.0,2023-11-24,2046-09-24,0.06451,1.0,"[0.996403, 0.989209, 0.978417, 0.956835, 0.913669, 0.870504, 0.784173, 0.697842, 0.568345, 0.352518, 0.136691, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415, 0.042, 0.0425, 0.043, 0.0435]"
CNT-47F7511F49B6,revolver,ES,SLR-US-005,USD,1661030.0,2025-07-11,2027-11-28,0.07706,1.0,"[0.965517, 0.896552, 0.793103, 0.586207, 0.172414, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047]"
CNT-06DB5B1046AF,commercial_loan,DE,SLR-FR-008,GBP,4738578.0,2021-07-30,2022-09-23,0.0677,1.0,"[1.0, 1.0, 1.0, 1.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465]"
CNT-52F754F38FC7,mortgage,FR,SLR-DE-010,GBP,1450757.0,2024-06-07,2048-09-29,0.06341,1.0,"[0.996622, 0.989865, 0.97973, 0.959459, 0.918919, 0.878378, 0.797297, 0.716216, 0.594595, 0.391892, 0.189189, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415, 0.042, 0.0425, 0.043, 0.0435]"
CNT-18BB168ABA20,term_deposit,FR,,GBP,28138500.0,2024-03-14,2024-04-13,0.02049,1.0,"[0.0, 0.0]",[0.0492]
CNT-3457FB1011B3,bullet,FR,SLR-US-003,GBP,9532369.0,2021-10-14,2023-09-04,0.06587,1.0,"[1.0, 1.0, 1.0, 1.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465]"
CNT-1E8541A71AF1,pam,US,SLR-US-011,EUR,5121102.0,2025-09-01,2050-07-22,0.06924,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028, 0.0275, 0.028, 0.0285, 0.029, 0.0295]"
CNT-94B5759F38DC,certificate_of_deposit,US,,USD,24749834.0,2025-10-18,2026-12-12,0.01009,1.0,"[1.0, 1.0, 1.0, 1.0, 0.0]","[0.0532, 0.0528, 0.052, 0.0495]"
CNT-BCACC5B022AC,revolver,US,SLR-DE-003,USD,7029808.0,2023-07-05,2025-01-25,0.04517,1.0,"[0.947368, 0.842105, 0.684211, 0.368421, 0.0]","[0.0532, 0.0528, 0.052, 0.0495]"
CNT-46D4040A2279,revolver,US,SLR-US-013,GBP,7710011.0,2024-08-23,2028-04-04,0.05867,1.0,"[0.977273, 0.931818, 0.863636, 0.727273, 0.454545, 0.181818, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425]"
CNT-22CE5B0826EF,pam,ES,SLR-ES-015,EUR,7665554.0,2024-03-30,2052-05-02,0.06762,1.0,"[0.997076, 0.991228, 0.982456, 0.964912, 0.929825, 0.894737, 0.824561, 0.754386, 0.649123, 0.473684, 0.298246, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028, 0.0275, 0.028, 0.0285, 0.029, 0.0295]"
CNT-069A12A1DB76,savings,FR,,GBP,18382814.0,2025-12-11,2028-12-25,0.00473,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425]"
CNT-BDE24C8DADB1,mortgage,US,SLR-FR-009,EUR,9284845.0,2025-07-05,2051-02-19,0.03645,1.0,"[0.996795, 0.990385, 0.980769, 0.961538, 0.923077, 0.884615, 0.807692, 0.730769, 0.615385, 0.423077, 0.230769, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028, 0.0275, 0.028, 0.0285, 0.029, 0.0295]"
CNT-2B0471D7C4B2,mortgage,DE,SLR-US-013,GBP,6709844.0,2021-05-23,2042-05-03,0.06344,1.0,"[0.996078, 0.988235, 0.976471, 0.952941, 0.905882, 0.858824, 0.764706, 0.670588, 0.529412, 0.294118, 0.058824, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415, 0.042, 0.0425, 0.043, 0.0435]"
CNT-0354EA27EA28,pam,FR,SLR-US-011,GBP,4693223.0,2021-06-21,2040-11-08,0.03561,1.0,"[0.995763, 0.987288, 0.974576, 0.949153, 0.898305, 0.847458, 0.745763, 0.644068, 0.491525, 0.237288, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415, 0.042, 0.0425, 0.043]"
CNT-6AA428986F57,mortgage,FR,SLR-ES-005,EUR,587888.0,2022-05-28,2042-05-13,0.05356,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028, 0.0275, 0.028, 0.0285, 0.029, 0.0295]"
CNT-D1839A5DEDF1,pam,US,SLR-US-006,USD,4012042.0,2025-01-25,2036-06-26,0.05499,1.0,"[0.992806, 0.978417, 0.956835, 0.913669, 0.827338, 0.741007, 0.568345, 0.395683, 0.136691, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455, 0.044, 0.0445, 0.045]"
CNT-93C24A2AC691,mortgage,ES,SLR-FR-006,GBP,1816634.0,2021-08-13,2028-05-08,0.04663,1.0,"[0.987805, 0.963415, 0.926829, 0.853659, 0.707317, 0.560976, 0.268293, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415]"
CNT-F0BF55D8CB2A,pam,ES,SLR-US-005,USD,7706982.0,2024-12-15,2026-06-08,0.07084,1.0,"[0.944444, 0.833333, 0.666667, 0.333333, 0.0]","[0.0532, 0.0528, 0.052, 0.0495]"
CNT-4660B290A67C,bullet,DE,SLR-ES-015,GBP,5451761.0,2022-08-26,2024-03-18,0.06836,1.0,"[1.0, 1.0, 1.0, 1.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465]"
CNT-C3B9AEEF6E74,revolver,US,SLR-ES-008,USD,3909452.0,2023-05-14,2026-12-24,0.07461,1.0,"[0.977273, 0.931818, 0.863636, 0.727273, 0.454545, 0.181818, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455]"
CNT-0BD1015FDBD1,pam,US,SLR-US-014,EUR,2554610.0,2024-01-31,2046-01-05,0.05593,1.0,"[0.996255, 0.988764, 0.977528, 0.955056, 0.910112, 0.865169, 0.775281, 0.685393, 0.550562, 0.325843, 0.101124, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028, 0.0275, 0.028, 0.0285, 0.029, 0.0295]"
CNT-B6E965622B62,annuite,FR,SLR-FR-001,USD,5567792.0,2024-04-08,2030-01-07,0.07388,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455, 0.044]"
CNT-97A962D3ADB5,pam,US,SLR-US-009,USD,2384513.0,2025-01-16,2034-01-29,0.04208,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455, 0.044, 0.0445]"
CNT-8B70579A0D0E,pam,FR,SLR-FR-014,USD,4797427.0,2022-12-16,2049-05-28,0.04996,1.0,"[0.996894, 0.990683, 0.981366, 0.962733, 0.925466, 0.888199, 0.813665, 0.73913, 0.627329, 0.440994, 0.254658, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455, 0.044, 0.0445, 0.045, 0.046, 0.0465]"
CNT-83AB2EBD2688,mortgage,US,SLR-DE-010,USD,6409154.0,2023-10-17,2048-12-04,0.04079,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455, 0.044, 0.0445, 0.045, 0.046, 0.0465]"
CNT-0E94A6CE1891,annuite,FR,SLR-US-010,GBP,7882850.0,2025-02-03,2027-07-23,0.06333,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044]"
CNT-E937337AE2BD,term_deposit,US,,USD,8363544.0,2025-10-16,2028-06-02,0.013,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047]"
CNT-E95AA7D0E5D5,bullet,DE,SLR-US-004,USD,6187044.0,2022-04-14,2025-02-27,0.07564,1.0,"[0.971429, 0.914286, 0.828571, 0.657143, 0.314286, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047]"
CNT-A6B9CCC367C9,pam,FR,SLR-ES-008,GBP,4160931.0,2022-10-24,2052-05-19,0.06147,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415, 0.042, 0.0425, 0.043, 0.0435, 0.044]"
CNT-AA7A8D366FAF,certificate_of_deposit,ES,,EUR,49263439.0,2024-06-30,2028-12-06,0.01765,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028]"
CNT-401FCDB78427,demand_deposit,ES,,EUR,14071021.0,2024-04-04,,0.02581,1.0,"[0.0, 0.0]",[0.029]
CNT-0F379A999B54,pam,ES,SLR-FR-012,EUR,7020185.0,2023-03-31,2024-03-25,0.05194,1.0,"[0.916667, 0.75, 0.5, 0.0, 0.0]","[0.029, 0.0298, 0.03, 0.0305]"
CNT-D647B4055831,certificate_of_deposit,FR,,GBP,12887173.0,2025-01-23,2029-06-01,0.00929,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425]"
CNT-0E1F67B5E2B2,certificate_of_deposit,ES,,GBP,5761703.0,2025-04-04,2030-02-07,0.02535,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425]"
CNT-7C682D113CB8,pam,ES,SLR-US-004,EUR,1701296.0,2026-02-19,2047-06-29,0.06346,1.0,"[0.996154, 0.988462, 0.976923, 0.953846, 0.907692, 0.861538, 0.769231, 0.676923, 0.538462, 0.307692, 0.076923, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028, 0.0275, 0.028, 0.0285, 0.029, 0.0295]"
CNT-3749888280C5,annuite,FR,SLR-DE-008,USD,5765884.0,2024-06-03,2033-02-16,0.07523,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455, 0.044, 0.0445]"
CNT-5906E084437F,mortgage,FR,SLR-ES-015,GBP,8912483.0,2024-08-15,2030-08-14,0.05408,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415]"
CNT-B8BC3EF1B611,term_deposit,DE,,EUR,15683855.0,2025-12-07,2029-04-20,0.01505,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028]"
CNT-367075D8F097,bullet,ES,SLR-FR-010,USD,1695367.0,2022-01-27,2024-10-13,0.0798,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047]"
CNT-DF26ADE97EA3,commercial_loan,FR,SLR-ES-005,USD,8099445.0,2022-06-22,2032-10-27,0.0782,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455, 0.044, 0.0445, 0.045]"
CNT-9FC54899220D,term_deposit,US,,USD,44669363.0,2024-09-29,2028-11-07,0.01193,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455]"
CNT-8B1F8BB839DC,mortgage,DE,SLR-FR-007,GBP,1094932.0,2022-07-31,2036-11-14,0.06932,1.0,"[0.994253, 0.982759, 0.965517, 0.931034, 0.862069, 0.793103, 0.655172, 0.517241, 0.310345, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415, 0.042, 0.0425]"
CNT-A08A82DF7E4B,bullet,US,SLR-ES-007,EUR,5267514.0,2024-01-22,2027-04-06,0.03471,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028]"
CNT-946C4C5C2FE0,mortgage,ES,SLR-FR-015,EUR,9041056.0,2021-05-30,2030-10-10,0.03581,1.0,"[0.991228, 0.973684, 0.947368, 0.894737, 0.789474, 0.684211, 0.473684, 0.263158, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028, 0.0275, 0.028]"
CNT-92D0120508F0,bullet,ES,SLR-US-008,GBP,8438504.0,2022-04-30,2025-09-11,0.04281,1.0,"[0.97561, 0.926829, 0.853659, 0.707317, 0.414634, 0.121951, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425]"
CNT-8234158FBE15,pam,DE,SLR-ES-002,GBP,3013461.0,2021-05-21,2024-07-04,0.06693,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425]"
CNT-8B5F1177A071,annuite,DE,SLR-DE-010,GBP,3283103.0,2022-04-05,2029-02-27,0.06696,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415, 0.042]"
CNT-B1AEC232A3E9,pam,FR,SLR-DE-007,GBP,3529295.0,2024-12-19,2038-03-11,0.06897,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415, 0.042, 0.0425]"
CNT-325EEDDBAF29,certificate_of_deposit,ES,,GBP,31811263.0,2025-11-15,2030-04-23,0.00756,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425]"
CNT-FDAD35A4BC4E,mortgage,US,SLR-US-003,USD,6787894.0,2024-10-25,2035-12-27,0.0744,1.0,"[0.992647, 0.977941, 0.955882, 0.911765, 0.823529, 0.735294, 0.558824, 0.382353, 0.117647, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455, 0.044, 0.0445, 0.045]"
CNT-8FDA536C6607,bullet,US,SLR-US-008,USD,6172658.0,2026-02-15,2029-08-28,0.0748,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455]"
CNT-2C1E17D722E6,pam,FR,SLR-ES-007,GBP,7285548.0,2024-07-07,2041-08-07,0.04937,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415, 0.042, 0.0425, 0.043]"
CNT-6293C639D093,mortgage,US,SLR-DE-001,GBP,9819999.0,2023-03-03,2030-09-22,0.06519,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415, 0.042]"
CNT-E270C9D25EC4,pam,US,SLR-DE-010,GBP,9447120.0,2024-10-01,2053-03-03,0.03645,1.0,"[0.99711, 0.991329, 0.982659, 0.965318, 0.930636, 0.895954, 0.82659, 0.757225, 0.653179, 0.479769, 0.306358, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415, 0.042, 0.0425, 0.043, 0.0435]"
CNT-4991C10E973D,revolver,ES,SLR-ES-002,GBP,2356378.0,2022-12-15,2027-05-23,0.06534,1.0,"[0.981481, 0.944444, 0.888889, 0.777778, 0.555556, 0.333333, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425]"
CNT-9152632B1551,bullet,DE,SLR-ES-010,EUR,2165739.0,2022-02-06,2025-05-21,0.03436,1.0,"[0.975, 0.925, 0.85, 0.7, 0.4, 0.1, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028]"
CNT-E900794D3305,revolver,FR,SLR-ES-015,EUR,4529776.0,2022-08-22,2023-12-15,0.04518,1.0,"[0.9375, 0.8125, 0.625, 0.25, 0.0]","[0.029, 0.0298, 0.03, 0.0305]"
CNT-D6CC1F4A2D87,annuite,US,SLR-ES-011,GBP,1116614.0,2024-05-05,2039-09-14,0.05193,1.0,"[0.994652, 0.983957, 0.967914, 0.935829, 0.871658, 0.807487, 0.679144, 0.550802, 0.358289, 0.037433, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415, 0.042, 0.0425, 0.043]"
CNT-FAB6573B9A28,savings,ES,,USD,39525514.0,2025-07-01,2026-01-27,0.03153,1.0,"[1.0, 1.0, 1.0, 0.0]","[0.0532, 0.0528, 0.052]"
CNT-6855809B3BC2,mortgage,ES,SLR-US-011,GBP,1672054.0,2025-12-02,2054-01-04,0.06271,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415, 0.042, 0.0425, 0.043, 0.0435]"
CNT-BE038AF8D310,mortgage,ES,SLR-DE-014,EUR,4495722.0,2025-11-22,2036-10-25,0.03515,1.0,"[0.992481, 0.977444, 0.954887, 0.909774, 0.819549, 0.729323, 0.548872, 0.368421, 0.097744, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028, 0.0275, 0.028, 0.0285]"
CNT-CC9971E9C600,annuite,ES,SLR-FR-012,USD,1468649.0,2024-06-23,2031-11-14,0.06543,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455, 0.044, 0.0445]"
CNT-202E74889B8B,mortgage,US,SLR-ES-002,USD,2298888.0,2023-07-02,2046-04-02,0.06708,1.0,"[0.99639, 0.98917, 0.978339, 0.956679, 0.913357, 0.870036, 0.783394, 0.696751, 0.566787, 0.350181, 0.133574, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455, 0.044, 0.0445, 0.045, 0.046, 0.0465]"
CNT-0500518448DD,demand_deposit,FR,,GBP,5051377.0,2025-03-30,,0.0185,1.0,"[0.0, 0.0]",[0.0492]
CNT-B3D7CAAC9ED9,mortgage,FR,SLR-FR-007,EUR,6272661.0,2025-07-22,2051-04-07,0.05758,1.0,"[0.996805, 0.990415, 0.980831, 0.961661, 0.923323, 0.884984, 0.808307, 0.731629, 0.616613, 0.42492, 0.233227, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028, 0.0275, 0.028, 0.0285, 0.029, 0.0295]"
CNT-FFE02B210219,annuite,US,SLR-FR-008,USD,8201751.0,2025-11-13,2036-07-18,0.0757,1.0,"[0.992308, 0.976923, 0.953846, 0.907692, 0.815385, 0.723077, 0.538462, 0.353846, 0.076923, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455, 0.044, 0.0445, 0.045]"
CNT-F9BA191F47BE,pam,DE,SLR-US-008,USD,2588837.0,2023-11-20,2028-05-27,0.06116,1.0,"[0.981818, 0.945455, 0.890909, 0.781818, 0.563636, 0.345455, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455]"
CNT-5C3C1652191A,revolver,ES,SLR-US-009,GBP,7381182.0,2025-04-13,2026-10-05,0.06989,1.0,"[1.0, 1.0, 1.0, 1.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465]"
CNT-64D37E036477,annuite,US,SLR-FR-003,USD,8051235.0,2022-06-17,2026-10-24,0.06665,1.0,"[0.981132, 0.943396, 0.886792, 0.773585, 0.54717, 0.320755, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455]"
CNT-CDA91CFBDFBC,bullet,ES,SLR-US-010,USD,364875.0,2025-06-25,2026-04-21,0.07831,1.0,"[1.0, 1.0, 1.0, 0.0]","[0.0532, 0.0528, 0.052]"
CNT-08139F5ED038,annuite,ES,SLR-FR-001,EUR,8587181.0,2025-02-21,2031-04-21,0.06235,1.0,"[0.986667, 0.96, 0.92, 0.84, 0.68, 0.52, 0.2, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028, 0.0275]"
CNT-BD39DF9A9965,mortgage,FR,SLR-FR-003,EUR,6742414.0,2025-12-22,2040-07-06,0.02482,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028, 0.0275, 0.028, 0.0285]"
CNT-7E0A04EB0EFA,annuite,DE,SLR-ES-003,GBP,8049562.0,2025-11-05,2031-06-07,0.04345,1.0,"[0.985294, 0.955882, 0.911765, 0.823529, 0.647059, 0.470588, 0.117647, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415]"
CNT-958D206C0731,annuite,DE,SLR-FR-004,EUR,5406217.0,2024-12-31,2026-10-22,0.02002,1.0,"[0.954545, 0.863636, 0.727273, 0.454545, 0.0]","[0.029, 0.0298, 0.03, 0.0305]"
CNT-204CACFE94BF,pam,ES,SLR-DE-005,GBP,6073033.0,2022-01-09,2036-11-21,0.04442,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415, 0.042, 0.0425, 0.043]"
CNT-1A92DADBB3AD,mortgage,ES,SLR-ES-005,EUR,1664861.0,2025-10-08,2038-09-30,0.04819,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028, 0.0275, 0.028, 0.0285]"
CNT-50D9E0871C02,annuite,DE,SLR-US-005,GBP,1980130.0,2023-09-29,2032-05-14,0.06448,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415, 0.042]"
CNT-556524D275E4,commercial_loan,DE,SLR-US-011,EUR,8624893.0,2025-10-08,2037-02-07,0.06369,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028, 0.0275, 0.028, 0.0285]"
CNT-3D897B341B95,mortgage,FR,SLR-FR-005,EUR,8819266.0,2024-09-26,2050-10-10,0.06416,1.0,"[0.996845, 0.990536, 0.981073, 0.962145, 0.92429, 0.886435, 0.810726, 0.735016, 0.621451, 0.432177, 0.242902, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028, 0.0275, 0.028, 0.0285, 0.029, 0.0295]"
CNT-57D25EC52647,pam,FR,SLR-FR-001,USD,874361.0,2022-08-03,2034-11-28,0.07494,1.0,"[0.993333, 0.98, 0.96, 0.92, 0.84, 0.76, 0.6, 0.44, 0.2, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455, 0.044, 0.0445, 0.045]"
CNT-0D954E0173A2,revolver,FR,SLR-FR-008,USD,184620.0,2021-07-27,2022-10-20,0.07439,1.0,"[0.933333, 0.8, 0.6, 0.2, 0.0]","[0.0532, 0.0528, 0.052, 0.0495]"
CNT-8ADCA5B0A197,mortgage,DE,SLR-ES-011,EUR,3431186.0,2022-12-05,2037-01-20,0.05649,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028, 0.0275, 0.028, 0.0285]"
CNT-CA7B68C34672,mortgage,US,SLR-FR-004,EUR,3036721.0,2022-07-23,2051-05-22,0.03962,1.0,"[0.997151, 0.991453, 0.982906, 0.965812, 0.931624, 0.897436, 0.82906, 0.760684, 0.65812, 0.487179, 0.316239, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028, 0.0275, 0.028, 0.0285, 0.029, 0.0295]"
CNT-DFFB95151099,revolver,DE,SLR-US-007,USD,207778.0,2022-10-22,2027-07-28,0.06107,1.0,"[0.982759, 0.948276, 0.896552, 0.793103, 0.586207, 0.37931, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455]"
CNT-8A50E8F2172A,mortgage,US,SLR-DE-001,EUR,5687240.0,2021-05-29,2030-10-09,0.04169,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028, 0.0275, 0.028]"
CNT-8AB9F74E7724,mortgage,US,SLR-FR-004,USD,1734954.0,2023-02-19,2028-11-19,0.073,1.0,"[0.985714, 0.957143, 0.914286, 0.828571, 0.657143, 0.485714, 0.142857, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455, 0.044]"
